"quad","tag","dx","dy","dap","dbhcm","alt","fam","gen","species","nfuste","arv_key","status","subquad","xlim","ylim","gx","gy","qx","qy","pom","censo"
"L13",73534,9.4,16.6,NA,NA,NA,"Peraceae","Pera","Pera glabrata",NA,"arv_73534.1","D","L13quad_5x15",220,260,229.4,276.6,4.4,1.6,1.3,2019
"L13",73535,8.5,16,51,5.1,4.5,"Ochnaceae","Ouratea","Ouratea parviflora",2,"arv_73535.1","A","L13quad_5x15",220,260,228.5,276,3.5,1,1.3,2019
"L13",73536,7,14.5,25.8,2.58,2.5,"Myrtaceae","Calyptranthes","Calyptranthes concinna",1,"arv_73536.1","A","L13quad_5x10",220,260,227,274.5,2,4.5,1.3,2019
"L13",73537,9,13,27.4,2.74,5,"Arecaceae","Bactris","Bactris hatschbachii",1,"arv_73537.1","A","L13quad_5x10",220,260,229,273,4,3,1.3,2019
"L13",73538,9.9,12.5,NA,NA,NA,"Arecaceae","Geonoma","Geonoma schottiana",NA,"arv_73538.1","M","L13quad_5x10",220,260,229.9,272.5,4.9,2.5,1.3,2019
"L13",73539,6.5,13,41,4.1,5.5,"Peraceae","Pera","Pera glabrata",1,"arv_73539.1","A","L13quad_5x10",220,260,226.5,273,1.5,3,1.3,2019
"L13",73540,5,14,28.7,2.87,4.5,"Myrtaceae","Myrcia","Myrcia insularis",1,"arv_73540.1","A","L13quad_5x10",220,260,225,274,0,4,1.3,2019
"L13",73541,2,11,10.5,1.05,1.5,"Myrtaceae","Myrcia","Myrcia hebepetala",1,"arv_73541.1","A","L13quad_0x10",220,260,222,271,2,1,1.3,2019
"L13",73542,1.5,11.5,35.6,3.56,3,"Arecaceae","Geonoma","Geonoma schottiana",1,"arv_73542.1","A","L13quad_0x10",220,260,221.5,271.5,1.5,1.5,1.3,2019
"L13",73543,3.5,13.5,30.9,3.09,5,"Lauraceae","Aniba","Aniba viridis",1,"arv_73543.1","A","L13quad_0x10",220,260,223.5,273.5,3.5,3.5,1.3,2019
"L13",73544,15.1,15.4,35,3.5,6.5,"Lauraceae","Ocotea","Ocotea aciphylla",1,"arv_73544.1","A","L13quad_15x15",220,260,235.1,275.4,0.0999999999999996,0.4,1.3,2019
"L13",73545,15,16.5,34.3,3.43,5.5,"Sapotaceae","Manilkara","Manilkara subsericea",1,"arv_73545.1","A","L13quad_15x15",220,260,235,276.5,0,1.5,1.3,2019
"L13",73546,14,16,50.9,5.09,8.5,"Peraceae","Pera","Pera glabrata",1,"arv_73546.1","A","L13quad_10x15",220,260,234,276,4,1,1.3,2019
"L13",73547,14.3,16.1,NA,NA,NA,"Rubiaceae","Rudgea","Rudgea villiflora",NA,"arv_73547.1","D","L13quad_10x15",220,260,234.3,276.1,4.3,1.1,1.3,2019
"L13",73548,14,17.5,38.3,3.83,6,"Rubiaceae","Amaioua","Amaioua intermedia",1,"arv_73548.1","A","L13quad_10x15",220,260,234,277.5,4,2.5,1.3,2019
"L13",73549,13.5,18.5,107,10.7,1.5,"Cyatheaceae","Cyathea","Cyathea microdonta",1,"arv_73549.1","A","L13quad_10x15",220,260,233.5,278.5,3.5,3.5,1.3,2019
"L13",73550,16,18.5,31.7,3.17,5.5,"Celastraceae","Maytenus","Maytenus robusta",1,"arv_73550.1","A","L13quad_15x15",220,260,236,278.5,1,3.5,1.3,2019
"L13",73551,17.9,19.2,NA,NA,NA,"Celastraceae","Maytenus","Maytenus robusta",NA,"arv_73551.1","M","L13quad_15x15",220,260,237.9,279.2,2.9,4.2,1.3,2019
"L13",73552,16.5,17,41.8,4.18,7,"Bignoniaceae","Jacaranda","Jacaranda puberula",1,"arv_73552.1","A","L13quad_15x15",220,260,236.5,277,1.5,2,1.3,2019
"L13",73553,16.5,15,63,6.3,5.5,"Clusiaceae","Garcinia","Garcinia gardneriana",1,"arv_73553.1","A","L13quad_15x15",220,260,236.5,275,1.5,0,1.3,2019
"L13",73554,18,15.5,22.6,2.26,4,"Lauraceae","Ocotea","Ocotea aciphylla",1,"arv_73554.1","A","L13quad_15x15",220,260,238,275.5,3,0.5,1.3,2019
"L13",73555,18,14.5,25,2.5,3.5,"Meliaceae","Guarea","Guarea macrophylla",1,"arv_73555.1","A","L13quad_15x10",220,260,238,274.5,3,4.5,1.3,2019
"L13",73556,17,14,58,5.8,4.5,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_73556.1","A","L13quad_15x10",220,260,237,274,2,4,1.3,2019
"L13",73557,15,14.5,45.3,4.53,5.5,"Myrtaceae","Eugenia","Eugenia stigmatosa",1,"arv_73557.1","A","L13quad_15x10",220,260,235,274.5,0,4.5,1.3,2019
"L13",73558,16.4,12.3,NA,NA,NA,"Arecaceae","Geonoma","Geonoma schottiana",NA,"arv_73558.1","M","L13quad_15x10",220,260,236.4,272.3,1.4,2.3,1.3,2019
"L13",73559,17.6,10,NA,NA,NA,"Primulaceae","Myrsine","Myrsine guianensis",NA,"arv_73559.1","M","L13quad_15x10",220,260,237.6,270,2.6,0,1.3,2019
"L13",73560,18.8,9.7,NA,NA,NA,"Myrtaceae","Myrcia","Myrcia pulchra",NA,"arv_73560.1","M","L13quad_15x5",220,260,238.8,269.7,3.8,4.7,1.3,2019
"L13",73561,18,11.5,51,5.1,5.5,"Lauraceae","Ocotea","Ocotea aciphylla",1,"arv_73561.1","A","L13quad_15x10",220,260,238,271.5,3,1.5,1.3,2019
"L13",73562,15,13.5,21.9,2.19,1.5,"Rubiaceae","Rudgea","Rudgea villiflora",2,"arv_73562.1","A","L13quad_15x10",220,260,235,273.5,0,3.5,1.3,2019
"L13",73563,14,13.5,15.9,1.59,2,"Humiriaceae","Humiriastrum","Humiriastrum dentatum",1,"arv_73563.1","A","L13quad_10x10",220,260,234,273.5,4,3.5,1.3,2019
"L13",73564,13.6,12.1,NA,NA,NA,"Melastomataceae","Miconia","Miconia chartacea",NA,"arv_73564.1","M","L13quad_10x10",220,260,233.6,272.1,3.6,2.1,1.3,2019
"L13",73565,14.1,13.3,NA,NA,NA,"Araliaceae","Schefflera","Schefflera angustissima",NA,"arv_73565.1","D","L13quad_10x10",220,260,234.1,273.3,4.1,3.3,1.3,2019
"L13",73566,12.2,12.8,NA,NA,NA,"Monimiaceae","Mollinedia","Mollinedia schottiana",NA,"arv_73566.1","M","L13quad_10x10",220,260,232.2,272.8,2.2,2.8,1.3,2019
"L13",73567,12.6,12.2,NA,NA,NA,"Arecaceae","Bactris","Bactris setosa",NA,"arv_73567.1","D","L13quad_10x10",220,260,232.6,272.2,2.6,2.2,1.3,2019
"L13",73568,11,13.5,27.4,2.74,4.5,"Arecaceae","Bactris","Bactris hatschbachii",1,"arv_73568.1","A","L13quad_10x10",220,260,231,273.5,1,3.5,1.3,2019
"L13",73569,10.5,12,40.3,4.03,8,"Myrtaceae","Eugenia","Eugenia stigmatosa",1,"arv_73569.1","A","L13quad_10x10",220,260,230.5,272,0.5,2,1.3,2019
"L13",73570,10,10.5,124,12.4,12,"Lauraceae","Ocotea","Ocotea aciphylla",2,"arv_73570.1","A","L13quad_10x10",220,260,230,270.5,0,0.5,1.3,2019
"L13",73571,9.5,11,20.5,2.05,2.5,"Fabaceae","Ormosia","Ormosia arborea",1,"arv_73571.1","A","L13quad_5x10",220,260,229.5,271,4.5,1,1.3,2019
"L13",73572,10.8,12.5,NA,NA,NA,"Arecaceae","Bactris","Bactris setosa",NA,"arv_73572.1","D","L13quad_10x10",220,260,230.8,272.5,0.800000000000001,2.5,1.3,2019
"L13",73573,11.2,13.3,NA,NA,NA,"Arecaceae","Bactris","Bactris setosa",NA,"arv_73573.1","D","L13quad_10x10",220,260,231.2,273.3,1.2,3.3,1.3,2019
"L13",73574,10.8,13.7,30.8,3.08,7,"Arecaceae","Bactris","Bactris hatschbachii",1,"arv_73574.1","A","L13quad_10x10",220,260,230.8,273.7,0.800000000000001,3.7,1.3,2019
"L13",73575,10.5,14,31.5,3.15,4.5,"Rubiaceae","Posoqueria","Posoqueria latifolia",1,"arv_73575.1","A","L13quad_10x10",220,260,230.5,274,0.5,4,1.3,2019
"L13",73576,14.5,15,31.4,3.14,4,"Arecaceae","Geonoma","Geonoma schottiana",1,"arv_73576.1","A","L13quad_10x15",220,260,234.5,275,4.5,0,1.3,2019
"L13",73577,12.1,17,NA,NA,NA,"Rubiaceae","Psychotria","Psychotria hastisepala",NA,"arv_73577.1","M","L13quad_10x15",220,260,232.1,277,2.1,2,1.3,2019
"L13",73578,16.7,0.9,29.6,2.96,3,"Arecaceae","Geonoma","Geonoma schottiana",1,"arv_73578.1","A","L13quad_15x0",220,260,236.7,260.9,1.7,0.9,1.3,2019
"L13",73579,14.5,0,19.8,1.98,4,"Arecaceae","Bactris","Bactris hatschbachii",1,"arv_73579.1","A","L13quad_10x0",220,260,234.5,260,4.5,0,1.3,2019
"L13",73580,13.9,1.4,NA,NA,NA,"Meliaceae","Cabralea","Cabralea canjerana",NA,"arv_73580.1","M","L13quad_10x0",220,260,233.9,261.4,3.9,1.4,1.3,2019
"L13",73581,13.4,1.1,NA,NA,NA,"Meliaceae","Cabralea","Cabralea canjerana",NA,"arv_73581.1","M","L13quad_10x0",220,260,233.4,261.1,3.4,1.1,1.3,2019
"L13",73582,13.3,3.7,NA,NA,NA,"Elaeocarpaceae","Sloanea","Sloanea guianensis",NA,"arv_73582.1","D","L13quad_10x0",220,260,233.3,263.7,3.3,3.7,1.3,2019
"L13",73583,12,5,14.9,1.49,1.5,"Podocarpaceae","Podocarpus","Podocarpus sellowii",1,"arv_73583.1","A","L13quad_10x5",220,260,232,265,2,0,1.3,2019
"L13",73584,12,5,23.9,2.39,4.5,"Peraceae","Pera","Pera glabrata",1,"arv_73584.1","A","L13quad_10x5",220,260,232,265,2,0,1.3,2019
"L13",73585,9.5,7,26.1,2.61,5.5,"Rubiaceae","Amaioua","Amaioua intermedia",1,"arv_73585.1","A","L13quad_5x5",220,260,229.5,267,4.5,2,1.3,2019
"L13",73586,13,8,87,8.7,8.5,"Peraceae","Pera","Pera glabrata",1,"arv_73586.1","A","L13quad_10x5",220,260,233,268,3,3,1.3,2019
"L13",73587,14.1,9.2,NA,NA,NA,"Arecaceae","Geonoma","Geonoma schottiana",NA,"arv_73587.1","M","L13quad_10x5",220,260,234.1,269.2,4.1,4.2,1.3,2019
"L13",73588,14.4,6.4,NA,NA,NA,"Thymelaeaceae","Daphnopsis","Daphnopsis racemosa",NA,"arv_73588.1","M","L13quad_10x5",220,260,234.4,266.4,4.4,1.4,1.3,2019
"L13",73589,16,6.8,NA,NA,NA,"Rubiaceae","Rudgea","Rudgea villiflora",NA,"arv_73589.1","M","L13quad_15x5",220,260,236,266.8,1,1.8,1.3,2019
"L13",73590,16.2,7.7,NA,NA,NA,"Thymelaeaceae","Daphnopsis","Daphnopsis racemosa",NA,"arv_73590.1","M","L13quad_15x5",220,260,236.2,267.7,1.2,2.7,1.3,2019
"L13",73591,15.8,5.8,NA,NA,NA,"Sapindaceae","Matayba","Matayba guianensis",NA,"arv_73591.1","M","L13quad_15x5",220,260,235.8,265.8,0.800000000000001,0.8,1.3,2019
"L13",73592,18.9,8.4,NA,NA,NA,"Annonaceae","Xylopia","Xylopia langsdorffiana",NA,"arv_73592.1","D","L13quad_15x5",220,260,238.9,268.4,3.9,3.4,1.3,2019
"L13",73593,18.3,9,NA,NA,NA,"Malpighiaceae","Byrsonima","Byrsonima ligustrifolia",NA,"arv_73593.1","M","L13quad_15x5",220,260,238.3,269,3.3,4,1.3,2019
"L13",73594,19,9,31.5,3.15,3.5,"Meliaceae","Guarea","Guarea macrophylla",2,"arv_73594.1","A","L13quad_15x5",220,260,239,269,4,4,1.3,2019
"L13",73595,16.5,4,30.5,3.05,4.5,"Arecaceae","Geonoma","Geonoma schottiana",1,"arv_73595.1","A","L13quad_15x0",220,260,236.5,264,1.5,4,1.3,2019
"L13",73596,19.2,1.5,NA,NA,NA,"Arecaceae","Bactris","Bactris hatschbachii",NA,"arv_73596.1","D","L13quad_15x0",220,260,239.2,261.5,4.2,1.5,1.3,2019
"L13",73597,18.4,1.6,22.1,2.21,1.5,"Arecaceae","Bactris","Bactris setosa",1,"arv_73597.1","A","L13quad_15x0",220,260,238.4,261.6,3.4,1.6,1.3,2019
"L14",73598,2.4,5.4,NA,NA,NA,"Fabaceae","Abarema","Abarema brachystachya",NA,"arv_73598.1","M","L14quad_0x5",220,280,222.4,285.4,2.4,0.4,1.3,2019
"L14",73599,0.5,8.5,28.2,2.82,6,"Annonaceae","Xylopia","Xylopia langsdorffiana",1,"arv_73599.1","A","L14quad_0x5",220,280,220.5,288.5,0.5,3.5,1.3,2019
"L14",73600,3,8.5,32.3,3.23,5,"Lauraceae","Aniba","Aniba viridis",1,"arv_73600.1","A","L14quad_0x5",220,280,223,288.5,3,3.5,1.3,2019
"L14",73601,4,8.5,25,2.5,3,"Monimiaceae","Mollinedia","Mollinedia schottiana",1,"arv_73601.1","A","L14quad_0x5",220,280,224,288.5,4,3.5,1.3,2019
"L14",73602,5.4,7.6,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_73602.1","M","L14quad_5x5",220,280,225.4,287.6,0.4,2.6,1.3,2019
"L14",73603,7.5,8.8,NA,NA,NA,"Myrtaceae","Myrcia","Myrcia splendens",NA,"arv_73603.1","M","L14quad_5x5",220,280,227.5,288.8,2.5,3.8,1.3,2019
"L14",73604,6.8,7.1,29.6,2.96,3,"Arecaceae","Geonoma","Geonoma schottiana",1,"arv_73604.1","A","L14quad_5x5",220,280,226.8,287.1,1.8,2.1,1.3,2019
"L14",73605,8.8,5.1,NA,NA,NA,"Araliaceae","Schefflera","Schefflera angustissima",NA,"arv_73605.1","M","L14quad_5x5",220,280,228.8,285.1,3.8,0.0999999999999996,1.3,2019
"L14",73606,9.7,3.4,NA,NA,NA,"Arecaceae","Bactris","Bactris hatschbachii",NA,"arv_73606.1","M","L14quad_5x0",220,280,229.7,283.4,4.7,3.4,1.3,2019
"L14",73607,6.5,3.5,18.1,1.81,2,"Annonaceae","Guatteria","Guatteria australis",1,"arv_73607.1","A","L14quad_5x0",220,280,226.5,283.5,1.5,3.5,1.3,2019
"L14",73608,6.5,3,15.5,1.55,2.5,"Monimiaceae","Mollinedia","Mollinedia boracensis",3,"arv_73608.1","A","L14quad_5x0",220,280,226.5,283,1.5,3,1.3,2019
"L14",73609,5,2,33.6,3.36,4.5,"Fabaceae","Ormosia","Ormosia arborea",1,"arv_73609.1","A","L14quad_5x0",220,280,225,282,0,2,1.3,2019
"L14",73610,2,3,19.6,1.96,2,"Annonaceae","Guatteria","Guatteria australis",1,"arv_73610.1","A","L14quad_0x0",220,280,222,283,2,3,1.3,2019
"L14",73611,3,2.5,17.8,1.78,3,"Rubiaceae","Psychotria","Psychotria hastisepala",2,"arv_73611.1","A","L14quad_0x0",220,280,223,282.5,3,2.5,1.3,2019
"L14",73612,4.1,14.3,NA,NA,NA,"Celastraceae","Maytenus","Maytenus robusta",NA,"arv_73612.1","M","L14quad_0x10",220,280,224.1,294.3,4.1,4.3,1.3,2019
"L14",73613,0.5,15.5,62,6.2,6.5,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_73613.1","A","L14quad_0x15",220,280,220.5,295.5,0.5,0.5,1.3,2019
"L14",73615,3.3,16.6,NA,NA,NA,"Myrtaceae","Calyptranthes","Calyptranthes concinna",NA,"arv_73615.1","M","L14quad_0x15",220,280,223.3,296.6,3.3,1.6,1.3,2019
"L14",73616,4,15.7,NA,NA,NA,"Myrtaceae","Eugenia","Eugenia stigmatosa",NA,"arv_73616.1","M","L14quad_0x15",220,280,224,295.7,4,0.699999999999999,1.3,2019
"L14",73618,7.3,17.9,NA,NA,NA,"Myrtaceae","Calyptranthes","Calyptranthes concinna",NA,"arv_73618.1","M","L14quad_5x15",220,280,227.3,297.9,2.3,2.9,1.3,2019
"L14",73619,7.7,19.1,NA,NA,NA,"Rubiaceae","Cordiera","Cordiera myrciifolia",NA,"arv_73619.1","D","L14quad_5x15",220,280,227.7,299.1,2.7,4.1,1.3,2019
"L14",73621,7,17.4,NA,NA,NA,"Annonaceae","Xylopia","Xylopia brasiliensis",NA,"arv_73621.1","M","L14quad_5x15",220,280,227,297.4,2,2.4,1.3,2019
"L14",73622,6,16,48.6,4.86,7.5,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_73622.1","A","L14quad_5x15",220,280,226,296,1,1,1.3,2019
"L14",73623,6.5,16,31.9,3.19,7,"Ochnaceae","Ouratea","Ouratea parviflora",1,"arv_73623.1","A","L14quad_5x15",220,280,226.5,296,1.5,1,1.3,2019
"L14",73624,8.6,16.7,NA,NA,NA,"Myrtaceae","Myrcia","Myrcia brasiliensis",NA,"arv_73624.1","M","L14quad_5x15",220,280,228.6,296.7,3.6,1.7,1.3,2019
"L14",73625,7.5,16,18.7,1.87,1.5,"Ochnaceae","Ouratea","Ouratea parviflora",1,"arv_73625.1","A","L14quad_5x15",220,280,227.5,296,2.5,1,1.3,2019
"L14",73626,10,18.1,NA,NA,NA,"Rubiaceae","Cordiera","Cordiera myrciifolia",NA,"arv_73626.1","D","L14quad_10x15",220,280,230,298.1,0,3.1,1.3,2019
"L14",73628,9.3,15.4,NA,NA,NA,"Rubiaceae","Amaioua","Amaioua intermedia",NA,"arv_73628.1","D","L14quad_5x15",220,280,229.3,295.4,4.3,0.4,1.3,2019
"L14",73629,8.1,14.9,18.2,1.82,2.5,"Bignoniaceae","Jacaranda","Jacaranda puberula",1,"arv_73629.1","A","L14quad_5x10",220,280,228.1,294.9,3.1,4.9,1.3,2019
"L14",73630,10,14,26.7,2.67,4,"Annonaceae","Xylopia","Xylopia langsdorffiana",1,"arv_73630.1","A","L14quad_10x10",220,280,230,294,0,4,1.3,2019
"L14",73631,9.7,13.2,21.9,2.19,2,"Fabaceae","Ormosia","Ormosia arborea",1,"arv_73631.1","A","L14quad_5x10",220,280,229.7,293.2,4.7,3.2,1.3,2019
"L14",73632,9.7,11.8,NA,NA,NA,"Anacardiaceae","Tapirira","Tapirira guianensis",NA,"arv_73632.1","M","L14quad_5x10",220,280,229.7,291.8,4.7,1.8,1.3,2019
"L14",73633,6.5,12.7,NA,NA,NA,"Rubiaceae","Amaioua","Amaioua intermedia",NA,"arv_73633.1","M","L14quad_5x10",220,280,226.5,292.7,1.5,2.7,1.3,2019
"L14",73634,7.5,10.3,28.6,2.86,2,"Annonaceae","Guatteria","Guatteria australis",2,"arv_73634.1","A","L14quad_5x10",220,280,227.5,290.3,2.5,0.300000000000001,1.3,2019
"L14",73635,4.3,10.7,NA,NA,NA,"Annonaceae","Guatteria","Guatteria australis",NA,"arv_73635.1","M","L14quad_0x10",220,280,224.3,290.7,4.3,0.699999999999999,1.3,2019
"L14",73636,2.5,9.5,35.9,3.59,1.5,"Arecaceae","Geonoma","Geonoma schottiana",1,"arv_73636.1","A","L14quad_0x5",220,280,222.5,289.5,2.5,4.5,1.3,2019
"L14",73637,14,16.7,NA,NA,NA,"Celastraceae","Maytenus","Maytenus robusta",NA,"arv_73637.1","M","L14quad_10x15",220,280,234,296.7,4,1.7,1.3,2019
"L14",73638,12,16,23.7,2.37,2,"Oleaceae","Chionanthus","Chionanthus filiformis",1,"arv_73638.1","A","L14quad_10x15",220,280,232,296,2,1,1.3,2019
"L14",73639,12.4,18.4,NA,NA,NA,"Myrtaceae","Blepharocalyx","Blepharocalyx salicifolius",NA,"arv_73639.1","D","L14quad_10x15",220,280,232.4,298.4,2.4,3.4,1.3,2019
"L14",73640,11.5,19.5,23,2.3,4.5,"Myrtaceae","Myrcia","Myrcia splendens",1,"arv_73640.1","A","L14quad_10x15",220,280,231.5,299.5,1.5,4.5,1.3,2019
"L14",73641,12.5,19,NA,NA,NA,"Myrtaceae","Calyptranthes","Calyptranthes concinna",NA,"arv_73641.1","M","L14quad_10x15",220,280,232.5,299,2.5,4,1.3,2019
"L14",73642,11.5,18.5,42.1,4.21,6,"Celastraceae","Maytenus","Maytenus robusta",1,"arv_73642.1","A","L14quad_10x15",220,280,231.5,298.5,1.5,3.5,1.3,2019
"L14",73643,14.5,17.5,28,2.8,3.5,"Myrtaceae","Eugenia","Eugenia stigmatosa",1,"arv_73643.1","A","L14quad_10x15",220,280,234.5,297.5,4.5,2.5,1.3,2019
"L14",73644,15,15,26.4,2.64,1.5,"Peraceae","Pera","Pera glabrata",1,"arv_73644.1","A","L14quad_15x15",220,280,235,295,0,0,1.3,2019
"L14",73645,15,16.5,16,1.6,1.5,"Myrtaceae","Myrcia","Myrcia splendens",1,"arv_73645.1","A","L14quad_15x15",220,280,235,296.5,0,1.5,1.3,2019
"L14",73646,14.5,17,25.6,2.56,1.5,"Celastraceae","Maytenus","Maytenus robusta",1,"arv_73646.1","A","L14quad_10x15",220,280,234.5,297,4.5,2,1.3,2019
"L14",73647,15.5,18.5,43.7,4.37,4,"Oleaceae","Chionanthus","Chionanthus filiformis",1,"arv_73647.1","A","L14quad_15x15",220,280,235.5,298.5,0.5,3.5,1.3,2019
"L14",73648,16.5,18,20.4,2.04,4.5,"Ochnaceae","Ouratea","Ouratea parviflora",1,"arv_73648.1","A","L14quad_15x15",220,280,236.5,298,1.5,3,1.3,2019
"L14",73649,19.3,18.9,NA,NA,NA,"Arecaceae","Geonoma","Geonoma schottiana",NA,"arv_73649.1","D","L14quad_15x15",220,280,239.3,298.9,4.3,3.9,1.3,2019
"L14",73650,19.1,19.3,NA,NA,NA,"Annonaceae","Xylopia","Xylopia langsdorffiana",NA,"arv_73650.1","D","L14quad_15x15",220,280,239.1,299.3,4.1,4.3,1.3,2019
"L14",73651,17.5,18,23.6,2.36,4,"Myrtaceae","Calyptranthes","Calyptranthes concinna",1,"arv_73651.1","A","L14quad_15x15",220,280,237.5,298,2.5,3,1.3,2019
"L14",73652,18.1,16.6,NA,NA,NA,"Anacardiaceae","Tapirira","Tapirira guianensis",NA,"arv_73652.1","M","L14quad_15x15",220,280,238.1,296.6,3.1,1.6,1.3,2019
"L14",73653,17.5,17.5,14.8,1.48,2.5,"Celastraceae","Maytenus","Maytenus robusta",1,"arv_73653.1","A","L14quad_15x15",220,280,237.5,297.5,2.5,2.5,1.3,2019
"L14",73654,17.5,16.5,27.3,2.73,4,"Myrtaceae","Calyptranthes","Calyptranthes concinna",1,"arv_73654.1","A","L14quad_15x15",220,280,237.5,296.5,2.5,1.5,1.3,2019
"L14",73655,18,17.5,15,1.5,3,"Humiriaceae","Humiriastrum","Humiriastrum dentatum",1,"arv_73655.1","A","L14quad_15x15",220,280,238,297.5,3,2.5,1.3,2019
"L14",73656,19.5,15,27.6,2.76,4.5,"Rubiaceae","Amaioua","Amaioua intermedia",1,"arv_73656.1","A","L14quad_15x15",220,280,239.5,295,4.5,0,1.3,2019
"L14",73657,20,12.9,27.4,2.74,3.5,"Ochnaceae","Ouratea","Ouratea parviflora",1,"arv_73657.1","A","L14quad_15x10",220,280,240,292.9,5,2.9,1.3,2019
"L14",73658,18,13,24,2.4,3.5,"Myrtaceae","Eugenia","Eugenia stigmatosa",1,"arv_73658.1","A","L14quad_15x10",220,280,238,293,3,3,1.3,2019
"L14",73659,16,13,15.6,1.56,3,"Ochnaceae","Ouratea","Ouratea parviflora",1,"arv_73659.1","A","L14quad_15x10",220,280,236,293,1,3,1.3,2019
"L14",73660,17.9,10.8,NA,NA,NA,"Ochnaceae","Ouratea","Ouratea parviflora",NA,"arv_73660.1","M","L14quad_15x10",220,280,237.9,290.8,2.9,0.800000000000001,1.3,2019
"L14",73661,17.5,11.5,15,1.5,1.5,"Lauraceae","Ocotea","Ocotea dispersa",1,"arv_73661.1","A","L14quad_15x10",220,280,237.5,291.5,2.5,1.5,1.3,2019
"L14",73662,19,10.5,20.8,2.08,2,"Bignoniaceae","Jacaranda","Jacaranda puberula",1,"arv_73662.1","A","L14quad_15x10",220,280,239,290.5,4,0.5,1.3,2019
"L14",73663,17.5,11,29.2,2.92,3.5,"Arecaceae","Geonoma","Geonoma schottiana",1,"arv_73663.1","A","L14quad_15x10",220,280,237.5,291,2.5,1,1.3,2019
"L14",73664,16.5,13,43.1,4.31,2,"Myrtaceae","Calyptranthes","Calyptranthes concinna",1,"arv_73664.1","A","L14quad_15x10",220,280,236.5,293,1.5,3,1.3,2019
"L14",73665,14.5,10,78,7.8,6.5,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_73665.1","A","L14quad_10x10",220,280,234.5,290,4.5,0,1.3,2019
"L14",73666,13.6,9.9,NA,NA,NA,"Annonaceae","Guatteria","Guatteria australis",NA,"arv_73666.1","M","L14quad_10x5",220,280,233.6,289.9,3.6,4.9,1.3,2019
"L14",73667,14.2,13.1,NA,NA,NA,"Celastraceae","Maytenus","Maytenus robusta",NA,"arv_73667.1","M","L14quad_10x10",220,280,234.2,293.1,4.2,3.1,1.3,2019
"L14",73668,13.2,12.8,NA,NA,NA,"Arecaceae","Geonoma","Geonoma schottiana",NA,"arv_73668.1","M","L14quad_10x10",220,280,233.2,292.8,3.2,2.8,1.3,2019
"L14",73669,12.5,12.6,NA,NA,NA,"Meliaceae","Guarea","Guarea macrophylla",NA,"arv_73669.1","M","L14quad_10x10",220,280,232.5,292.6,2.5,2.6,1.3,2019
"L14",73670,10.9,14.2,28.4,2.84,2.5,"Celastraceae","Maytenus","Maytenus robusta",2,"arv_73670.1","A","L14quad_10x10",220,280,230.9,294.2,0.9,4.2,1.3,2019
"L14",73671,11.2,14.3,24.6,2.46,2,"Annonaceae","Guatteria","Guatteria australis",3,"arv_73671.1","A","L14quad_10x10",220,280,231.2,294.3,1.2,4.3,1.3,2019
"L14",73672,12.8,14.4,NA,NA,NA,"Peraceae","Pera","Pera glabrata",NA,"arv_73672.1","M","L14quad_10x10",220,280,232.8,294.4,2.8,4.4,1.3,2019
"L14",73673,11.6,15,NA,NA,NA,"Peraceae","Pera","Pera glabrata",NA,"arv_73673.1","M","L14quad_10x15",220,280,231.6,295,1.6,0,1.3,2019
"L14",73674,11.1,15.4,NA,NA,NA,"Lauraceae","Ocotea","Ocotea aciphylla",NA,"arv_73674.1","M","L14quad_10x15",220,280,231.1,295.4,1.1,0.4,1.3,2019
"L14",73675,15.5,3,24.4,2.44,4.5,"Lauraceae","Ocotea","Ocotea venulosa",1,"arv_73675.1","A","L14quad_15x0",220,280,235.5,283,0.5,3,1.3,2019
"L14",73676,16,2.5,32.6,3.26,4.5,"Rubiaceae","Amaioua","Amaioua intermedia",1,"arv_73676.1","A","L14quad_15x0",220,280,236,282.5,1,2.5,1.3,2019
"L14",73677,15.5,1,80,8,6.5,"Anacardiaceae","Tapirira","Tapirira guianensis",1,"arv_73677.1","A","L14quad_15x0",220,280,235.5,281,0.5,1,1.3,2019
"L14",73678,12.5,1.5,21.6,2.16,1.5,"Arecaceae","Bactris","Bactris hatschbachii",1,"arv_73678.1","A","L14quad_10x0",220,280,232.5,281.5,2.5,1.5,1.3,2019
"L14",73679,14.2,3.3,24.4,2.44,3.5,"Annonaceae","Xylopia","Xylopia langsdorffiana",1,"arv_73679.1","A","L14quad_10x0",220,280,234.2,283.3,4.2,3.3,1.3,2019
"L14",73680,12.5,8,30.4,3.04,4.5,"Moraceae","Ficus","Ficus pulchella",1,"arv_73680.1","A","L14quad_10x5",220,280,232.5,288,2.5,3,1.3,2019
"L14",73681,14.3,7.4,NA,NA,NA,"Arecaceae","Geonoma","Geonoma schottiana",NA,"arv_73681.1","M","L14quad_10x5",220,280,234.3,287.4,4.3,2.4,1.3,2019
"L14",73682,12,9.5,18.4,1.84,3.5,"Araliaceae","Schefflera","Schefflera angustissima",1,"arv_73682.1","A","L14quad_10x5",220,280,232,289.5,2,4.5,1.3,2019
